"Nikto - v2.5.0/"
"10.0.4.126","10.0.4.126","80","","HEAD","/","Apache/2.4.52 appears to be outdated (current is at least Apache/2.4.54). Apache 2.2.34 is the EOL for the 2.x branch."
"10.0.4.126","10.0.4.126","80","","OPTIONS","/","OPTIONS: Allowed HTTP Methods: GET, POST, OPTIONS, HEAD ."
"Nikto - v2.5.0/"
"1.1.1.3","1.1.1.3","80","","","","cloudflare"
"1.1.1.3","1.1.1.3","80","https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Frame-Options","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"1.1.1.3","1.1.1.3","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"Nikto - v2.5.0/"
"1.1.1.1","1.1.1.1","80","","","","cloudflare"
"1.1.1.1","1.1.1.1","80","https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Frame-Options","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"1.1.1.1","1.1.1.1","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"Nikto - v2.5.0/"
"Nikto - v2.5.0/"
"Nikto - v2.5.0/"
"1.1.1.2","1.1.1.2","80","","","","cloudflare"
"1.1.1.2","1.1.1.2","80","https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Frame-Options","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"1.1.1.2","1.1.1.2","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"1.1.1.5","1.1.1.5","80","","","","cloudflare"
"1.1.1.5","1.1.1.5","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"1.1.1.4","1.1.1.4","80","","","","cloudflare"
"1.1.1.4","1.1.1.4","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"1.1.1.6","1.1.1.6","80","","","","cloudflare"
"1.1.1.6","1.1.1.6","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"Nikto - v2.5.0/"
"1.1.1.3","1.1.1.3","80","","","","cloudflare"
"1.1.1.3","1.1.1.3","80","https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Frame-Options","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"1.1.1.3","1.1.1.3","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"1.1.1.6","1.1.1.6","80","","","","cloudflare"
"1.1.1.6","1.1.1.6","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"1.1.1.4","1.1.1.4","80","","","","cloudflare"
"1.1.1.4","1.1.1.4","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"1.1.1.1","1.1.1.1","80","","","","cloudflare"
"1.1.1.1","1.1.1.1","80","https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Frame-Options","GET","/","The anti-clickjacking X-Frame-Options header is not present."
"1.1.1.1","1.1.1.1","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"1.1.1.5","1.1.1.5","80","","","","cloudflare"
"1.1.1.5","1.1.1.5","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
"1.1.1.2","1.1.1.2","80","","","",""
"Nikto - v2.5.0/"
"1.1.1.4","1.1.1.4","80","","","","cloudflare"
"1.1.1.4","1.1.1.4","80","https://www.netsparker.com/web-vulnerability-scanner/vulnerabilities/missing-content-type-header/","GET","/","The X-Content-Type-Options header is not set. This could allow the user agent to render the content of the site in a different fashion to the MIME type."
